genotype	treatment	timepoint	replicate	total	hue	count
Col-0	wt	15	2	796079	57	1705
Col-0	wt	15	2	796079	58	1345
Col-0	wt	15	2	796079	59	1010
Col-0	wt	15	2	796079	60	581
Col-0	wt	15	2	796079	61	597
Col-0	wt	15	2	796079	62	497
Col-0	wt	15	2	796079	63	504
Col-0	wt	15	2	796079	64	528
Col-0	wt	15	2	796079	65	435
Col-0	wt	15	2	796079	66	376
Col-0	wt	15	2	796079	67	221
Col-0	wt	15	2	796079	68	394
Col-0	wt	15	2	796079	69	301
Col-0	wt	15	2	796079	70	237
Col-0	wt	15	2	796079	71	255
Col-0	wt	15	2	796079	72	150
Col-0	wt	15	2	796079	73	275
Col-0	wt	15	2	796079	74	189
Col-0	wt	15	2	796079	75	327
Col-0	wt	15	2	796079	76	227
Col-0	wt	15	2	796079	77	157
Col-0	wt	15	2	796079	78	194
Col-0	wt	15	2	796079	79	18
Col-0	wt	15	2	796079	80	321
Col-0	wt	15	2	796079	81	77
Col-0	wt	15	2	796079	82	200
Col-0	wt	15	2	796079	83	106
Col-0	wt	15	2	796079	84	245
Col-0	wt	15	2	796079	85	168
Col-0	wt	15	2	796079	86	72
Col-0	wt	15	2	796079	87	189
Col-0	wt	15	2	796079	88	122
Col-0	wt	15	2	796079	89	184
Col-0	wt	15	2	796079	90	92
Col-0	wt	15	2	796079	91	145
Col-0	wt	15	2	796079	92	44
Col-0	wt	15	2	796079	93	8
Col-0	wt	15	2	796079	94	0
Col-0	wt	15	2	796079	95	30
Col-0	wt	15	2	796079	96	15
Col-0	wt	15	2	796079	97	0
Col-0	wt	15	2	796079	98	8
Col-0	wt	15	2	796079	99	0
Col-0	wt	15	2	796079	100	0
Col-0	wt	15	2	796079	101	11
Col-0	wt	15	2	796079	102	0
Col-0	wt	15	2	796079	103	17
Col-0	wt	15	2	796079	104	1
Col-0	wt	15	2	796079	105	0
Col-0	wt	15	2	796079	106	7
Col-0	wt	15	2	796079	107	0
Col-0	wt	15	2	796079	108	1
Col-0	wt	15	2	796079	109	7
Col-0	wt	15	2	796079	110	9
Col-0	wt	15	2	796079	111	13
Col-0	wt	15	2	796079	112	6
Col-0	wt	15	2	796079	113	19
Col-0	wt	15	2	796079	114	15
Col-0	wt	15	2	796079	115	16
Col-0	wt	15	2	796079	116	36
Col-0	wt	15	2	796079	117	2
Col-0	wt	15	2	796079	118	14
Col-0	wt	15	2	796079	119	10
Col-0	wt	15	2	796079	120	52
Col-0	wt	15	2	796079	121	4
Col-0	wt	15	2	796079	122	32
Col-0	wt	15	2	796079	123	36
Col-0	wt	15	2	796079	124	26
Col-0	wt	15	2	796079	125	83
Col-0	wt	15	2	796079	126	24
Col-0	wt	15	2	796079	127	25
Col-0	wt	15	2	796079	128	29
Col-0	wt	15	2	796079	129	15
Col-0	wt	15	2	796079	130	31
Col-0	wt	15	2	796079	131	14
Col-0	wt	15	2	796079	132	28
Col-0	wt	15	2	796079	133	32
Col-0	wt	15	2	796079	134	5
Col-0	wt	15	2	796079	135	13
Col-0	wt	15	2	796079	136	17
Col-0	wt	15	2	796079	137	0
Col-0	wt	15	2	796079	138	21
Col-0	wt	15	2	796079	139	4
Col-0	wt	15	2	796079	140	29
Col-0	wt	15	2	796079	141	18
Col-0	wt	15	2	796079	142	3
Col-0	wt	15	2	796079	143	1
Col-0	wt	15	2	796079	144	9
Col-0	wt	15	2	796079	145	23
Col-0	wt	15	2	796079	146	15
Col-0	wt	15	2	796079	147	3
Col-0	wt	15	2	796079	148	1
Col-0	wt	15	2	796079	149	0
Col-0	wt	15	2	796079	150	18
Col-0	wt	15	2	796079	151	0
Col-0	wt	15	2	796079	152	3
Col-0	wt	15	2	796079	153	7
Col-0	wt	15	2	796079	154	0
Col-0	wt	15	2	796079	155	10
Col-0	wt	15	2	796079	156	41
Col-0	wt	15	2	796079	157	5
Col-0	wt	15	2	796079	158	7
Col-0	wt	15	2	796079	159	6
Col-0	wt	15	2	796079	160	16
Col-0	wt	15	2	796079	161	1
Col-0	wt	15	2	796079	162	2
Col-0	wt	15	2	796079	163	14
Col-0	wt	15	2	796079	164	10
Col-0	wt	15	2	796079	165	25
Col-0	wt	15	2	796079	166	7
Col-0	wt	15	2	796079	167	2
Col-0	wt	15	2	796079	168	0
Col-0	wt	15	2	796079	169	18
Col-0	wt	15	2	796079	170	57
Col-0	wt	15	2	796079	171	3
Col-0	wt	15	2	796079	172	1
Col-0	wt	15	2	796079	173	27
Col-0	wt	15	2	796079	174	15
Col-0	wt	15	2	796079	175	17
Col-0	wt	15	2	796079	176	1
Col-0	wt	15	2	796079	177	62
Col-0	wt	15	2	796079	178	22
Col-0	wt	15	2	796079	179	23
Col-0	wt	17	2	825904	0	362
Col-0	wt	17	2	825904	1	121
Col-0	wt	17	2	825904	2	158
Col-0	wt	17	2	825904	3	221
Col-0	wt	17	2	825904	4	306
Col-0	wt	17	2	825904	5	788
Col-0	wt	17	2	825904	6	680
Col-0	wt	17	2	825904	7	536
Col-0	wt	17	2	825904	8	1441
Col-0	wt	17	2	825904	9	1559
Col-0	wt	17	2	825904	10	2228
Col-0	wt	17	2	825904	11	4032
Col-0	wt	17	2	825904	12	5116
Col-0	wt	17	2	825904	13	8188
Col-0	wt	17	2	825904	14	8139
Col-0	wt	17	2	825904	15	9726
Col-0	wt	17	2	825904	16	8687
Col-0	wt	17	2	825904	17	8763
Col-0	wt	17	2	825904	18	8261
Col-0	wt	17	2	825904	19	8911
Col-0	wt	17	2	825904	20	8179
Col-0	wt	17	2	825904	21	7833
Col-0	wt	17	2	825904	22	10808
Col-0	wt	17	2	825904	23	10420
Col-0	wt	17	2	825904	24	14732
Col-0	wt	17	2	825904	25	13183
Col-0	wt	17	2	825904	26	19949
Col-0	wt	17	2	825904	27	17208
Col-0	wt	17	2	825904	28	18955
Col-0	wt	17	2	825904	29	18764
Col-0	wt	17	2	825904	30	18667
Col-0	wt	17	2	825904	31	17421
Col-0	wt	17	2	825904	32	20483
Col-0	wt	17	2	825904	33	23658
Col-0	wt	17	2	825904	34	21370
Col-0	wt	17	2	825904	35	32912
Col-0	wt	17	2	825904	36	22615
Col-0	wt	17	2	825904	37	18231
Col-0	wt	17	2	825904	38	11874
Col-0	wt	17	2	825904	39	10159
Col-0	wt	17	2	825904	40	7899
Col-0	wt	17	2	825904	41	10477
Col-0	wt	17	2	825904	42	25439
Col-0	wt	17	2	825904	43	37668
Col-0	wt	17	2	825904	44	42991
Col-0	wt	17	2	825904	45	49035
Col-0	wt	17	2	825904	46	56876
Col-0	wt	17	2	825904	47	47847
Col-0	wt	17	2	825904	48	36595
Col-0	wt	17	2	825904	49	32706
Col-0	wt	17	2	825904	50	19345
Col-0	wt	17	2	825904	51	14312
Col-0	wt	17	2	825904	52	8704
Col-0	wt	17	2	825904	53	6076
Col-0	wt	17	2	825904	54	2582
Col-0	wt	17	2	825904	55	3050
Col-0	wt	17	2	825904	56	1762
Col-0	wt	17	2	825904	57	891
Col-0	wt	17	2	825904	58	629
Col-0	wt	17	2	825904	59	492
Col-0	wt	17	2	825904	60	249
Col-0	wt	17	2	825904	61	239
Col-0	wt	17	2	825904	62	142
Col-0	wt	17	2	825904	63	185
Col-0	wt	17	2	825904	64	152
Col-0	wt	17	2	825904	65	130
Col-0	wt	17	2	825904	66	172
Col-0	wt	17	2	825904	67	101
Col-0	wt	17	2	825904	68	106
Col-0	wt	17	2	825904	69	124
Col-0	wt	17	2	825904	70	77
Col-0	wt	17	2	825904	71	83
Col-0	wt	17	2	825904	72	49
Col-0	wt	17	2	825904	73	99
Col-0	wt	17	2	825904	74	94
Col-0	wt	17	2	825904	75	155
Col-0	wt	17	2	825904	76	47
Col-0	wt	17	2	825904	77	75
Col-0	wt	17	2	825904	78	63
Col-0	wt	17	2	825904	79	13
Col-0	wt	17	2	825904	80	142
Col-0	wt	17	2	825904	81	19
Col-0	wt	17	2	825904	82	79
Col-0	wt	17	2	825904	83	51
Col-0	wt	17	2	825904	84	86
Col-0	wt	17	2	825904	85	54
Col-0	wt	17	2	825904	86	24
Col-0	wt	17	2	825904	87	64
Col-0	wt	17	2	825904	88	45
Col-0	wt	17	2	825904	89	44
Col-0	wt	17	2	825904	90	45
Col-0	wt	17	2	825904	91	74
Col-0	wt	17	2	825904	92	15
Col-0	wt	17	2	825904	93	5
Col-0	wt	17	2	825904	94	0
Col-0	wt	17	2	825904	95	28
Col-0	wt	17	2	825904	96	26
Col-0	wt	17	2	825904	97	0
Col-0	wt	17	2	825904	98	18
Col-0	wt	17	2	825904	99	0
Col-0	wt	17	2	825904	100	0
Col-0	wt	17	2	825904	101	12
Col-0	wt	17	2	825904	102	0
Col-0	wt	17	2	825904	103	22
Col-0	wt	17	2	825904	104	1
Col-0	wt	17	2	825904	105	0
Col-0	wt	17	2	825904	106	8
Col-0	wt	17	2	825904	107	0
Col-0	wt	17	2	825904	108	0
Col-0	wt	17	2	825904	109	8
Col-0	wt	17	2	825904	110	16
Col-0	wt	17	2	825904	111	15
Col-0	wt	17	2	825904	112	7
Col-0	wt	17	2	825904	113	22
Col-0	wt	17	2	825904	114	14
Col-0	wt	17	2	825904	115	19
Col-0	wt	17	2	825904	116	49
Col-0	wt	17	2	825904	117	0
Col-0	wt	17	2	825904	118	11
Col-0	wt	17	2	825904	119	10
Col-0	wt	17	2	825904	120	77
Col-0	wt	17	2	825904	121	2
Col-0	wt	17	2	825904	122	42
Col-0	wt	17	2	825904	123	30
Col-0	wt	17	2	825904	124	58
Col-0	wt	17	2	825904	125	116
Col-0	wt	17	2	825904	126	26
Col-0	wt	17	2	825904	127	29
Col-0	wt	17	2	825904	128	40
Col-0	wt	17	2	825904	129	16
Col-0	wt	17	2	825904	130	27
Col-0	wt	17	2	825904	131	9
Col-0	wt	17	2	825904	132	18
Col-0	wt	17	2	825904	133	54
Col-0	wt	17	2	825904	134	5
Col-0	wt	17	2	825904	135	18
Col-0	wt	17	2	825904	136	20
Col-0	wt	17	2	825904	137	0
Col-0	wt	17	2	825904	138	32
Col-0	wt	17	2	825904	139	10
Col-0	wt	17	2	825904	140	30
Col-0	wt	17	2	825904	141	34
Col-0	wt	17	2	825904	142	24
Col-0	wt	17	2	825904	143	5
Col-0	wt	17	2	825904	144	4
Col-0	wt	17	2	825904	145	23
Col-0	wt	17	2	825904	146	17
Col-0	wt	17	2	825904	147	11
Col-0	wt	17	2	825904	148	0
Col-0	wt	17	2	825904	149	0
Col-0	wt	17	2	825904	150	27
Col-0	wt	17	2	825904	151	0
Col-0	wt	17	2	825904	152	4
Col-0	wt	17	2	825904	153	8
Col-0	wt	17	2	825904	154	0
Col-0	wt	17	2	825904	155	8
Col-0	wt	17	2	825904	156	39
Col-0	wt	17	2	825904	157	7
Col-0	wt	17	2	825904	158	9
Col-0	wt	17	2	825904	159	17
Col-0	wt	17	2	825904	160	18
Col-0	wt	17	2	825904	161	4
Col-0	wt	17	2	825904	162	4
Col-0	wt	17	2	825904	163	18
Col-0	wt	17	2	825904	164	22
Col-0	wt	17	2	825904	165	28
Col-0	wt	17	2	825904	166	8
Col-0	wt	17	2	825904	167	8
Col-0	wt	17	2	825904	168	0
Col-0	wt	17	2	825904	169	22
Col-0	wt	17	2	825904	170	73
Col-0	wt	17	2	825904	171	5
Col-0	wt	17	2	825904	172	10
Col-0	wt	17	2	825904	173	39
Col-0	wt	17	2	825904	174	38
Col-0	wt	17	2	825904	175	44
Col-0	wt	17	2	825904	176	28
Col-0	wt	17	2	825904	177	137
Col-0	wt	17	2	825904	178	48
Col-0	wt	17	2	825904	179	46
Col-0	wt	-1	2	545211	0	0
Col-0	wt	-1	2	545211	1	0
Col-0	wt	-1	2	545211	2	0
Col-0	wt	-1	2	545211	3	0
Col-0	wt	-1	2	545211	4	0
Col-0	wt	-1	2	545211	5	0
Col-0	wt	-1	2	545211	6	0
Col-0	wt	-1	2	545211	7	0
Col-0	wt	-1	2	545211	8	0
Col-0	wt	-1	2	545211	9	0
Col-0	wt	-1	2	545211	10	0
Col-0	wt	-1	2	545211	11	0
Col-0	wt	-1	2	545211	12	0
Col-0	wt	-1	2	545211	13	0
Col-0	wt	-1	2	545211	14	0
Col-0	wt	-1	2	545211	15	0
Col-0	wt	-1	2	545211	16	0
Col-0	wt	-1	2	545211	17	0
Col-0	wt	-1	2	545211	18	0
Col-0	wt	-1	2	545211	19	0
Col-0	wt	-1	2	545211	20	0
Col-0	wt	-1	2	545211	21	0
Col-0	wt	-1	2	545211	22	0
Col-0	wt	-1	2	545211	23	2
Col-0	wt	-1	2	545211	24	2
Col-0	wt	-1	2	545211	25	13
Col-0	wt	-1	2	545211	26	104
Col-0	wt	-1	2	545211	27	189
Col-0	wt	-1	2	545211	28	94
Col-0	wt	-1	2	545211	29	121
Col-0	wt	-1	2	545211	30	102
Col-0	wt	-1	2	545211	31	94
Col-0	wt	-1	2	545211	32	74
Col-0	wt	-1	2	545211	33	103
Col-0	wt	-1	2	545211	34	175
Col-0	wt	-1	2	545211	35	685
Col-0	wt	-1	2	545211	36	704
Col-0	wt	-1	2	545211	37	303
Col-0	wt	-1	2	545211	38	401
Col-0	wt	-1	2	545211	39	277
Col-0	wt	-1	2	545211	40	239
Col-0	wt	-1	2	545211	41	407
Col-0	wt	-1	2	545211	42	1783
Col-0	wt	-1	2	545211	43	2863
Col-0	wt	-1	2	545211	44	5550
Col-0	wt	-1	2	545211	45	9012
Col-0	wt	-1	2	545211	46	18234
Col-0	wt	-1	2	545211	47	25729
Col-0	wt	-1	2	545211	48	29937
Col-0	wt	-1	2	545211	49	41550
Col-0	wt	-1	2	545211	50	42323
Col-0	wt	-1	2	545211	51	52723
Col-0	wt	-1	2	545211	52	48395
Col-0	wt	-1	2	545211	53	44559
Col-0	wt	-1	2	545211	54	30756
Col-0	wt	-1	2	545211	55	35307
Col-0	wt	-1	2	545211	56	27226
Col-0	wt	-1	2	545211	57	20921
Col-0	wt	-1	2	545211	58	20009
Col-0	wt	-1	2	545211	59	16340
Col-0	wt	-1	2	545211	60	9055
Col-0	wt	-1	2	545211	61	13319
Col-0	wt	-1	2	545211	62	7544
Col-0	wt	-1	2	545211	63	6652
Col-0	wt	-1	2	545211	64	5712
Col-0	wt	-1	2	545211	65	5425
Col-0	wt	-1	2	545211	66	3103
Col-0	wt	-1	2	545211	67	2153
Col-0	wt	-1	2	545211	68	3522
Col-0	wt	-1	2	545211	69	1991
Col-0	wt	-1	2	545211	70	1710
Col-0	wt	-1	2	545211	71	1227
Col-0	wt	-1	2	545211	72	688
Col-0	wt	-1	2	545211	73	696
Col-0	wt	-1	2	545211	74	525
Col-0	wt	-1	2	545211	75	494
Col-0	wt	-1	2	545211	76	406
Col-0	wt	-1	2	545211	77	301
Col-0	wt	-1	2	545211	78	429
Col-0	wt	-1	2	545211	79	7
Col-0	wt	-1	2	545211	80	472
Col-0	wt	-1	2	545211	81	149
Col-0	wt	-1	2	545211	82	290
Col-0	wt	-1	2	545211	83	201
Col-0	wt	-1	2	545211	84	397
Col-0	wt	-1	2	545211	85	210
Col-0	wt	-1	2	545211	86	135
Col-0	wt	-1	2	545211	87	227
Col-0	wt	-1	2	545211	88	170
Col-0	wt	-1	2	545211	89	310
Col-0	wt	-1	2	545211	90	148
Col-0	wt	-1	2	545211	91	217
Col-0	wt	-1	2	545211	92	18
Col-0	wt	-1	2	545211	93	2
Col-0	wt	-1	2	545211	94	0
Col-0	wt	-1	2	545211	95	0
Col-0	wt	-1	2	545211	96	0
Col-0	wt	-1	2	545211	97	0
Col-0	wt	-1	2	545211	98	0
Col-0	wt	-1	2	545211	99	0
Col-0	wt	-1	2	545211	100	0
Col-0	wt	-1	2	545211	101	0
Col-0	wt	-1	2	545211	102	0
Col-0	wt	-1	2	545211	103	0
Col-0	wt	-1	2	545211	104	0
Col-0	wt	-1	2	545211	105	0
Col-0	wt	-1	2	545211	106	0
Col-0	wt	-1	2	545211	107	0
Col-0	wt	-1	2	545211	108	0
Col-0	wt	-1	2	545211	109	0
Col-0	wt	-1	2	545211	110	0
Col-0	wt	-1	2	545211	111	0
Col-0	wt	-1	2	545211	112	0
Col-0	wt	-1	2	545211	113	0
Col-0	wt	-1	2	545211	114	0
Col-0	wt	-1	2	545211	115	0
Col-0	wt	-1	2	545211	116	0
Col-0	wt	-1	2	545211	117	0
Col-0	wt	-1	2	545211	118	0
Col-0	wt	-1	2	545211	119	0
Col-0	wt	-1	2	545211	120	0
Col-0	wt	-1	2	545211	121	0
Col-0	wt	-1	2	545211	122	0
Col-0	wt	-1	2	545211	123	0
Col-0	wt	-1	2	545211	124	0
Col-0	wt	-1	2	545211	125	0
Col-0	wt	-1	2	545211	126	0
Col-0	wt	-1	2	545211	127	0
Col-0	wt	-1	2	545211	128	0
Col-0	wt	-1	2	545211	129	0
Col-0	wt	-1	2	545211	130	0
Col-0	wt	-1	2	545211	131	0
Col-0	wt	-1	2	545211	132	0
Col-0	wt	-1	2	545211	133	0
Col-0	wt	-1	2	545211	134	0
Col-0	wt	-1	2	545211	135	0
Col-0	wt	-1	2	545211	136	0
Col-0	wt	-1	2	545211	137	0
Col-0	wt	-1	2	545211	138	0
Col-0	wt	-1	2	545211	139	0
Col-0	wt	-1	2	545211	140	0
Col-0	wt	-1	2	545211	141	0
Col-0	wt	-1	2	545211	142	0
Col-0	wt	-1	2	545211	143	0
Col-0	wt	-1	2	545211	144	0
Col-0	wt	-1	2	545211	145	0
Col-0	wt	-1	2	545211	146	0
Col-0	wt	-1	2	545211	147	0
Col-0	wt	-1	2	545211	148	0
Col-0	wt	-1	2	545211	149	0
Col-0	wt	-1	2	545211	150	0
Col-0	wt	-1	2	545211	151	0
Col-0	wt	-1	2	545211	152	0
Col-0	wt	-1	2	545211	153	0
Col-0	wt	-1	2	545211	154	0
Col-0	wt	-1	2	545211	155	0
Col-0	wt	-1	2	545211	156	0
Col-0	wt	-1	2	545211	157	0
Col-0	wt	-1	2	545211	158	0
Col-0	wt	-1	2	545211	159	0
Col-0	wt	-1	2	545211	160	0
Col-0	wt	-1	2	545211	161	0
Col-0	wt	-1	2	545211	162	0
Col-0	wt	-1	2	545211	163	0
Col-0	wt	-1	2	545211	164	0
Col-0	wt	-1	2	545211	165	0
Col-0	wt	-1	2	545211	166	0
Col-0	wt	-1	2	545211	167	0
Col-0	wt	-1	2	545211	168	0
Col-0	wt	-1	2	545211	169	0
Col-0	wt	-1	2	545211	170	0
Col-0	wt	-1	2	545211	171	0
Col-0	wt	-1	2	545211	172	0
Col-0	wt	-1	2	545211	173	0
Col-0	wt	-1	2	545211	174	0
Col-0	wt	-1	2	545211	175	0
Col-0	wt	-1	2	545211	176	0
Col-0	wt	-1	2	545211	177	0
Col-0	wt	-1	2	545211	178	0
Col-0	wt	-1	2	545211	179	0
Col-0	wt	1	2	574503	0	0
Col-0	wt	1	2	574503	1	0
Col-0	wt	1	2	574503	2	0
Col-0	wt	1	2	574503	3	0
Col-0	wt	1	2	574503	4	0
Col-0	wt	1	2	574503	5	0
Col-0	wt	1	2	574503	6	0
Col-0	wt	1	2	574503	7	0
Col-0	wt	1	2	574503	8	0
Col-0	wt	1	2	574503	9	0
Col-0	wt	1	2	574503	10	0
Col-0	wt	1	2	574503	11	0
Col-0	wt	1	2	574503	12	0
Col-0	wt	1	2	574503	13	0
Col-0	wt	1	2	574503	14	0
Col-0	wt	1	2	574503	15	2
Col-0	wt	1	2	574503	16	14
Col-0	wt	1	2	574503	17	25
Col-0	wt	1	2	574503	18	24
Col-0	wt	1	2	574503	19	42
Col-0	wt	1	2	574503	20	44
Col-0	wt	1	2	574503	21	136
Col-0	wt	1	2	574503	22	170
Col-0	wt	1	2	574503	23	81
Col-0	wt	1	2	574503	24	181
Col-0	wt	1	2	574503	25	40
Col-0	wt	1	2	574503	26	232
Col-0	wt	1	2	574503	27	241
Col-0	wt	1	2	574503	28	258
Col-0	wt	1	2	574503	29	473
Col-0	wt	1	2	574503	30	578
Col-0	wt	1	2	574503	31	429
Col-0	wt	1	2	574503	32	493
Col-0	wt	1	2	574503	33	536
Col-0	wt	1	2	574503	34	697
Col-0	wt	1	2	574503	35	1482
Col-0	wt	1	2	574503	36	1416
Col-0	wt	1	2	574503	37	685
Col-0	wt	1	2	574503	38	1388
Col-0	wt	1	2	574503	39	1825
Col-0	wt	1	2	574503	40	1609
Col-0	wt	1	2	574503	41	1527
Col-0	wt	1	2	574503	42	3298
Col-0	wt	1	2	574503	43	4899
Col-0	wt	1	2	574503	44	7732
Col-0	wt	1	2	574503	45	12341
Col-0	wt	1	2	574503	46	24228
Col-0	wt	1	2	574503	47	33881
Col-0	wt	1	2	574503	48	43627
Col-0	wt	1	2	574503	49	63444
Col-0	wt	1	2	574503	50	54704
Col-0	wt	1	2	574503	51	63743
Col-0	wt	1	2	574503	52	52744
Col-0	wt	1	2	574503	53	46130
Col-0	wt	1	2	574503	54	29085
Col-0	wt	1	2	574503	55	30065
Col-0	wt	1	2	574503	56	22057
Col-0	wt	1	2	574503	57	16356
Col-0	wt	1	2	574503	58	14139
Col-0	wt	1	2	574503	59	9657
Col-0	wt	1	2	574503	60	3884
Col-0	wt	1	2	574503	61	5201
Col-0	wt	1	2	574503	62	3159
Col-0	wt	1	2	574503	63	2369
Col-0	wt	1	2	574503	64	2164
Col-0	wt	1	2	574503	65	1894
Col-0	wt	1	2	574503	66	1025
Col-0	wt	1	2	574503	67	737
Col-0	wt	1	2	574503	68	1035
Col-0	wt	1	2	574503	69	630
Col-0	wt	1	2	574503	70	364
Col-0	wt	1	2	574503	71	487
Col-0	wt	1	2	574503	72	227
Col-0	wt	1	2	574503	73	507
Col-0	wt	1	2	574503	74	282
Col-0	wt	1	2	574503	75	486
Col-0	wt	1	2	574503	76	300
Col-0	wt	1	2	574503	77	189
Col-0	wt	1	2	574503	78	278
Col-0	wt	1	2	574503	79	7
Col-0	wt	1	2	574503	80	413
Col-0	wt	1	2	574503	81	92
Col-0	wt	1	2	574503	82	289
Col-0	wt	1	2	574503	83	101
Col-0	wt	1	2	574503	84	339
Col-0	wt	1	2	574503	85	168
Col-0	wt	1	2	574503	86	113
Col-0	wt	1	2	574503	87	241
Col-0	wt	1	2	574503	88	161
Col-0	wt	1	2	574503	89	210
Col-0	wt	1	2	574503	90	132
Col-0	wt	1	2	574503	91	211
Col-0	wt	1	2	574503	92	42
Col-0	wt	1	2	574503	93	6
Col-0	wt	1	2	574503	94	0
Col-0	wt	1	2	574503	95	1
Col-0	wt	1	2	574503	96	0
Col-0	wt	1	2	574503	97	0
Col-0	wt	1	2	574503	98	0
Col-0	wt	1	2	574503	99	0
Col-0	wt	1	2	574503	100	0
Col-0	wt	1	2	574503	101	0
Col-0	wt	1	2	574503	102	0
Col-0	wt	1	2	574503	103	0
Col-0	wt	1	2	574503	104	0
Col-0	wt	1	2	574503	105	0
Col-0	wt	1	2	574503	106	0
Col-0	wt	1	2	574503	107	0
Col-0	wt	1	2	574503	108	0
Col-0	wt	1	2	574503	109	1
Col-0	wt	1	2	574503	110	0
Col-0	wt	1	2	574503	111	0
Col-0	wt	1	2	574503	112	0
Col-0	wt	1	2	574503	113	0
Col-0	wt	1	2	574503	114	0
Col-0	wt	1	2	574503	115	0
Col-0	wt	1	2	574503	116	0
Col-0	wt	1	2	574503	117	0
Col-0	wt	1	2	574503	118	0
Col-0	wt	1	2	574503	119	0
Col-0	wt	1	2	574503	120	0
Col-0	wt	1	2	574503	121	0
Col-0	wt	1	2	574503	122	0
Col-0	wt	1	2	574503	123	0
Col-0	wt	1	2	574503	124	0
Col-0	wt	1	2	574503	125	0
Col-0	wt	1	2	574503	126	0
Col-0	wt	1	2	574503	127	0
Col-0	wt	1	2	574503	128	0
Col-0	wt	1	2	574503	129	0
Col-0	wt	1	2	574503	130	0
Col-0	wt	1	2	574503	131	0
Col-0	wt	1	2	574503	132	0
Col-0	wt	1	2	574503	133	0
Col-0	wt	1	2	574503	134	0
Col-0	wt	1	2	574503	135	0
Col-0	wt	1	2	574503	136	0
Col-0	wt	1	2	574503	137	0
Col-0	wt	1	2	574503	138	0
Col-0	wt	1	2	574503	139	0
Col-0	wt	1	2	574503	140	0
Col-0	wt	1	2	574503	141	0
Col-0	wt	1	2	574503	142	0
Col-0	wt	1	2	574503	143	0
Col-0	wt	1	2	574503	144	0
Col-0	wt	1	2	574503	145	0
Col-0	wt	1	2	574503	146	0
Col-0	wt	1	2	574503	147	0
Col-0	wt	1	2	574503	148	0
Col-0	wt	1	2	574503	149	0
Col-0	wt	1	2	574503	150	0
Col-0	wt	1	2	574503	151	0
Col-0	wt	1	2	574503	152	0
Col-0	wt	1	2	574503	153	0
Col-0	wt	1	2	574503	154	0
Col-0	wt	1	2	574503	155	0
Col-0	wt	1	2	574503	156	0
Col-0	wt	1	2	574503	157	0
Col-0	wt	1	2	574503	158	0
Col-0	wt	1	2	574503	159	0
Col-0	wt	1	2	574503	160	0
Col-0	wt	1	2	574503	161	0
Col-0	wt	1	2	574503	162	0
Col-0	wt	1	2	574503	163	0
Col-0	wt	1	2	574503	164	0
Col-0	wt	1	2	574503	165	0
Col-0	wt	1	2	574503	166	0
Col-0	wt	1	2	574503	167	0
Col-0	wt	1	2	574503	168	0
Col-0	wt	1	2	574503	169	0
Col-0	wt	1	2	574503	170	0
Col-0	wt	1	2	574503	171	0
Col-0	wt	1	2	574503	172	0
Col-0	wt	1	2	574503	173	0
Col-0	wt	1	2	574503	174	0
Col-0	wt	1	2	574503	175	0
Col-0	wt	1	2	574503	176	0
Col-0	wt	1	2	574503	177	0
Col-0	wt	1	2	574503	178	0
Col-0	wt	1	2	574503	179	0
Col-0	wt	3	2	712499	0	0
Col-0	wt	3	2	712499	1	0
Col-0	wt	3	2	712499	2	0
Col-0	wt	3	2	712499	3	0
Col-0	wt	3	2	712499	4	0
Col-0	wt	3	2	712499	5	0
Col-0	wt	3	2	712499	6	0
Col-0	wt	3	2	712499	7	0
Col-0	wt	3	2	712499	8	0
Col-0	wt	3	2	712499	9	0
Col-0	wt	3	2	712499	10	0
Col-0	wt	3	2	712499	11	3
Col-0	wt	3	2	712499	12	15
Col-0	wt	3	2	712499	13	36
Col-0	wt	3	2	712499	14	28
Col-0	wt	3	2	712499	15	17
Col-0	wt	3	2	712499	16	24
Col-0	wt	3	2	712499	17	20
Col-0	wt	3	2	712499	18	33
Col-0	wt	3	2	712499	19	46
Col-0	wt	3	2	712499	20	35
Col-0	wt	3	2	712499	21	41
Col-0	wt	3	2	712499	22	55
Col-0	wt	3	2	712499	23	49
Col-0	wt	3	2	712499	24	123
Col-0	wt	3	2	712499	25	36
Col-0	wt	3	2	712499	26	229
Col-0	wt	3	2	712499	27	255
Col-0	wt	3	2	712499	28	275
Col-0	wt	3	2	712499	29	495
Col-0	wt	3	2	712499	30	583
Col-0	wt	3	2	712499	31	617
Col-0	wt	3	2	712499	32	881
Col-0	wt	3	2	712499	33	966
Col-0	wt	3	2	712499	34	1627
Col-0	wt	3	2	712499	35	3040
Col-0	wt	3	2	712499	36	3134
Col-0	wt	3	2	712499	37	1968
Col-0	wt	3	2	712499	38	3052
Col-0	wt	3	2	712499	39	3107
Col-0	wt	3	2	712499	40	3288
Col-0	wt	3	2	712499	41	2391
Col-0	wt	3	2	712499	42	4232
Col-0	wt	3	2	712499	43	5922
Col-0	wt	3	2	712499	44	9817
Col-0	wt	3	2	712499	45	16854
Col-0	wt	3	2	712499	46	32286
Col-0	wt	3	2	712499	47	43052
Col-0	wt	3	2	712499	48	50250
Col-0	wt	3	2	712499	49	71240
Col-0	wt	3	2	712499	50	66866
Col-0	wt	3	2	712499	51	81080
Col-0	wt	3	2	712499	52	70221
Col-0	wt	3	2	712499	53	58042
Col-0	wt	3	2	712499	54	33402
